stateId,country,state,GDP,countryId
26782,Spain,Northern Spain,0,36
26783,Italy,Central Italy,0,22
26784,Austria,Niederösterreich,0,4
26785,Spain,Galicia,0,36
26786,Austria,Burgenland,0,4
26787,US,California,"2,935,332",39
26788,US,Oregon,"238,687",39
26789,US,Washington,"559,011",39
26790,France,Burgundy,0,15
26791,US,California,"2,935,332",39
26792,France,Burgundy,0,15
26793,France,Burgundy,0,15
26794,France,Burgundy,0,15
26795,US,Washington,"559,011",39
26796,France,Burgundy,0,15
26797,New Zealand,Marlborough,0,29
26798,New Zealand,Central Otago,0,29
26799,Israel,Judean Hills,0,21
26800,New Zealand,Marlborough,0,29
26801,US,Washington,"559,011",39
26802,New Zealand,Awatere Valley,0,29
26803,Italy,Tuscany,0,22
26804,France,Southwest France,0,15
26805,US,Washington,"559,011",39
26806,France,Southwest France,0,15
26807,Portugal,Alentejano,0,31
26808,US,California,"2,935,332",39
26809,Israel,Galilee,0,21
26810,France,Rhône Valley,0,15
26811,South Africa,Robertson,0,35
26812,Israel,Galilee,0,21
26813,Portugal,Dão,0,31
26814,US,California,"2,935,332",39
26815,US,California,"2,935,332",39
26816,Italy,Veneto,0,22
26817,France,Burgundy,0,15
26818,US,California,"2,935,332",39
26819,US,Washington,"559,011",39
26820,France,Burgundy,0,15
26821,Portugal,Port,0,31
26822,US,Washington,"559,011",39
26823,US,California,"2,935,332",39
26824,South Africa,Constantia,0,35
26825,France,Southwest France,0,15
26826,US,California,"2,935,332",39
26827,South Africa,Western Cape,0,35
26828,Italy,Veneto,0,22
26829,Argentina,Mendoza Province,0,1
26830,US,California,"2,935,332",39
26831,US,California,"2,935,332",39
26832,Portugal,Douro,0,31
26833,US,Washington,"559,011",39
26834,US,California,"2,935,332",39
26835,US,California,"2,935,332",39
26836,US,California,"2,935,332",39
26837,US,California,"2,935,332",39
26838,France,Alsace,0,15
26839,France,Alsace,0,15
26840,Moldova,Moldova,0,27
26841,US,Oregon,"238,687",39
26842,Portugal,Lisboa,0,31
26843,France,Loire Valley,0,15
26844,Italy,Northeastern Italy,0,22
26845,US,California,"2,935,332",39
26846,US,California,"2,935,332",39
26847,US,California,"2,935,332",39
26848,Portugal,Trás-os-Montes,0,31
26849,US,Washington,"559,011",39
26850,US,Washington,"559,011",39
26851,Portugal,Douro,0,31
26852,Chile,Maipo Valley,0,9
26853,Spain,Northern Spain,0,36
26854,US,Oregon,"238,687",39
26855,US,California,"2,935,332",39
26856,Spain,Northern Spain,0,36
26857,US,California,"2,935,332",39
26858,US,California,"2,935,332",39
26859,Chile,Colchagua Costa,0,9
26860,Chile,Casablanca Valley,0,9
26861,Italy,Sicily & Sardinia,0,22
26862,France,Bordeaux,0,15
26863,France,Bordeaux,0,15
26864,France,Bordeaux,0,15
26865,France,Bordeaux,0,15
26866,France,Bordeaux,0,15
26867,France,Bordeaux,0,15
26868,Chile,Central Valley,0,9
26869,Chile,Colchagua Valley,0,9
26870,France,Bordeaux,0,15
26871,US,California,"2,935,332",39
26872,France,Bordeaux,0,15
26873,France,Bordeaux,0,15
26874,France,Bordeaux,0,15
26875,Chile,Chile,0,9
26876,Italy,Sicily & Sardinia,0,22
26877,US,California,"2,935,332",39
26878,US,California,"2,935,332",39
26879,France,Bordeaux,0,15
26880,France,Bordeaux,0,15
26881,US,California,"2,935,332",39
26882,New Zealand,Marlborough,0,29
26883,Chile,Maipo Valley,0,9
26884,Chile,Maule Valley,0,9
26885,US,California,"2,935,332",39
26886,Italy,Piedmont,0,22
26887,Italy,Piedmont,0,22
26888,France,Alsace,0,15
26889,US,California,"2,935,332",39
26890,US,Washington,"559,011",39
26891,France,Bordeaux,0,15
26892,Portugal,Lisboa,0,31
26893,Portugal,Dão,0,31
26894,France,Alsace,0,15
26895,France,Alsace,0,15
26896,France,Alsace,0,15
26897,Italy,Italy Other,0,22
26898,US,California,"2,935,332",39
26899,US,California,"2,935,332",39
26900,US,California,"2,935,332",39
26901,US,California,"2,935,332",39
26902,US,California,"2,935,332",39
26903,US,Washington,"559,011",39
26904,Hungary,Tokaji,0,19
26905,US,California,"2,935,332",39
26906,Hungary,Tokaji,0,19
26907,US,California,"2,935,332",39
26908,Italy,Tuscany,0,22
26909,US,Oregon,"238,687",39
26910,France,Alsace,0,15
26911,US,California,"2,935,332",39
26912,US,Oregon,"238,687",39
26913,US,California,"2,935,332",39
26914,Italy,Tuscany,0,22
26915,France,Bordeaux,0,15
26916,France,Bordeaux,0,15
26917,France,Bordeaux,0,15
26918,France,Bordeaux,0,15
26919,US,California,"2,935,332",39
26920,US,California,"2,935,332",39
26921,US,California,"2,935,332",39
26922,US,California,"2,935,332",39
26923,France,Alsace,0,15
26924,Italy,Tuscany,0,22
26925,US,California,"2,935,332",39
26926,US,California,"2,935,332",39
26927,US,California,"2,935,332",39
26928,US,California,"2,935,332",39
26929,US,Oregon,"238,687",39
26930,US,Oregon,"238,687",39
26931,Italy,Tuscany,0,22
26932,France,Alsace,0,15
26933,France,Alsace,0,15
26934,France,Alsace,0,15
26935,France,Alsace,0,15
26936,Spain,Andalucia,0,36
26937,US,California,"2,935,332",39
26938,Italy,Tuscany,0,22
26939,France,Bordeaux,0,15
26940,Australia,New South Wales,0,3
26941,Argentina,Mendoza Province,0,1
26942,Argentina,Mendoza Province,0,1
26943,France,Bordeaux,0,15
26944,France,Bordeaux,0,15
26945,France,Bordeaux,0,15
26946,Austria,Niederösterreich,0,4
26947,Austria,Austria,0,4
26948,Argentina,Mendoza Province,0,1
26949,Italy,Tuscany,0,22
26950,France,Bordeaux,0,15
26951,Slovenia,Goriska Brda,0,34
26952,Slovenia,Goriska Brda,0,34
26953,US,California,"2,935,332",39
26954,US,Washington,"559,011",39
26955,US,California,"2,935,332",39
26956,Italy,Tuscany,0,22
26957,France,Burgundy,0,15
26958,Macedonia,Tikves,0,25
26959,Macedonia,Tikves,0,25
26960,US,Washington,"559,011",39
26961,US,Washington,"559,011",39
26962,Italy,Tuscany,0,22
26963,Turkey,Ankara,0,38
26964,Slovenia,Štajerska,0,34
26965,US,Idaho,"76,187",39
26966,US,Idaho,"76,187",39
26967,US,California,"2,935,332",39
26968,US,Washington,"559,011",39
26969,US,Washington,"559,011",39
26970,US,Washington,"559,011",39
26971,France,Loire Valley,0,15
26972,France,Loire Valley,0,15
26973,France,Rhône Valley,0,15
26974,Italy,Tuscany,0,22
26975,France,Burgundy,0,15
26976,US,California,"2,935,332",39
26977,Serbia,Župa,0,33
26978,Italy,Tuscany,0,22
26979,US,California,"2,935,332",39
26980,Italy,Tuscany,0,22
26981,Italy,Tuscany,0,22
26982,Italy,Tuscany,0,22
26983,Italy,Tuscany,0,22
26984,Italy,Tuscany,0,22
26985,Italy,Tuscany,0,22
26986,Italy,Tuscany,0,22
26987,Italy,Tuscany,0,22
26988,US,Oregon,"238,687",39
26989,US,Oregon,"238,687",39
26990,Italy,Tuscany,0,22
26991,Italy,Tuscany,0,22
26992,Italy,Tuscany,0,22
26993,Italy,Tuscany,0,22
26994,New Zealand,Waipara,0,29
26995,US,Oregon,"238,687",39
26996,Italy,Tuscany,0,22
26997,Italy,Tuscany,0,22
26998,US,Oregon,"238,687",39
26999,Italy,Tuscany,0,22
27000,Italy,Tuscany,0,22
27001,Italy,Tuscany,0,22
27002,Italy,Tuscany,0,22
27003,Italy,Tuscany,0,22
27004,Italy,Tuscany,0,22
27005,US,Washington,"559,011",39
27006,France,Loire Valley,0,15
27007,Spain,Catalonia,0,36
27008,US,California,"2,935,332",39
27009,US,California,"2,935,332",39
27010,US,Washington,"559,011",39
27011,US,Oregon,"238,687",39
27012,France,Southwest France,0,15
27013,Argentina,Mendoza Province,0,1
27014,US,Oregon,"238,687",39
27015,Argentina,Mendoza Province,0,1
27016,France,Loire Valley,0,15
27017,France,Southwest France,0,15
27018,US,Oregon,"238,687",39
27019,US,Oregon,"238,687",39
27020,Spain,Northern Spain,0,36
27021,US,Idaho,"76,187",39
27022,US,Oregon,"238,687",39
27023,US,Oregon,"238,687",39
27024,US,Oregon,"238,687",39
27025,Australia,South Australia,0,3
27026,Spain,Northern Spain,0,36
27027,Australia,South Australia,0,3
27028,Spain,Catalonia,0,36
27029,Spain,Galicia,0,36
27030,US,Oregon,"238,687",39
27031,Spain,Northern Spain,0,36
27032,Australia,South Australia,0,3
27033,US,Oregon,"238,687",39
27034,US,Washington,"559,011",39
27035,US,Washington,"559,011",39
27036,US,Oregon,"238,687",39
27037,Spain,Northern Spain,0,36
27038,US,Washington,"559,011",39
27039,Spain,Catalonia,0,36
27040,South Africa,Coastal Region,0,35
27041,France,Languedoc-Roussillon,0,15
27042,Spain,Central Spain,0,36
27043,Spain,Northern Spain,0,36
27044,Portugal,Estremadura,0,31
27045,France,France Other,0,15
27046,France,Alsace,0,15
27047,France,France Other,0,15
27048,South Africa,Western Cape,0,35
27049,US,Washington,"559,011",39
27050,Hungary,Tokaj,0,19
27051,US,California,"2,935,332",39
27052,France,Alsace,0,15
27053,US,California,"2,935,332",39
27054,Chile,Cachapoal Valley,0,9
27055,France,Burgundy,0,15
27056,US,California,"2,935,332",39
27057,US,California,"2,935,332",39
27058,Italy,Veneto,0,22
27059,Chile,Maipo Valley,0,9
27060,New Zealand,Nelson,0,29
27061,US,California,"2,935,332",39
27062,US,Washington,"559,011",39
27063,US,California,"2,935,332",39
27064,US,California,"2,935,332",39
27065,US,Washington,"559,011",39
27066,Chile,Colchagua Valley,0,9
27067,US,California,"2,935,332",39
27068,US,California,"2,935,332",39
27069,US,California,"2,935,332",39
27070,France,Languedoc-Roussillon,0,15
27071,US,California,"2,935,332",39
27072,France,Languedoc-Roussillon,0,15
27073,US,Washington,"559,011",39
27074,US,Washington,"559,011",39
27075,France,Alsace,0,15
27076,France,Alsace,0,15
27077,US,California,"2,935,332",39
27078,Argentina,Mendoza Province,0,1
27079,France,Burgundy,0,15
27080,US,California,"2,935,332",39
27081,US,California,"2,935,332",39
27082,US,California,"2,935,332",39
27083,Argentina,Mendoza Province,0,1
27084,Argentina,Mendoza Province,0,1
27085,Italy,Piedmont,0,22
27086,Italy,Sicily & Sardinia,0,22
27087,US,Oregon,"238,687",39
27088,Portugal,Dão,0,31
27089,France,Burgundy,0,15
27090,US,California,"2,935,332",39
27091,Italy,Piedmont,0,22
27092,Italy,Piedmont,0,22
27093,France,Burgundy,0,15
27094,France,Burgundy,0,15
27095,Italy,Piedmont,0,22
27096,Australia,Victoria,0,3
27097,Italy,Piedmont,0,22
27098,US,California,"2,935,332",39
27099,Italy,Sicily & Sardinia,0,22
27100,Argentina,Mendoza Province,0,1
27101,US,California,"2,935,332",39
27102,France,Beaujolais,0,15
27103,France,Beaujolais,0,15
27104,Spain,Catalonia,0,36
27105,Chile,Maule Valley,0,9
27106,Spain,Central Spain,0,36
27107,Portugal,Alentejano,0,31
27108,US,California,"2,935,332",39
27109,France,Alsace,0,15
27110,France,Alsace,0,15
27111,France,Alsace,0,15
27112,France,Alsace,0,15
27113,France,Alsace,0,15
27114,US,California,"2,935,332",39
27115,US,Washington,"559,011",39
27116,US,California,"2,935,332",39
27117,US,California,"2,935,332",39
27118,US,California,"2,935,332",39
27119,US,Washington,"559,011",39
27120,US,California,"2,935,332",39
27121,Greece,Nemea,0,18
27122,US,Washington,"559,011",39
27123,US,Washington,"559,011",39
27124,US,Washington,"559,011",39
27125,US,California,"2,935,332",39
27126,US,California,"2,935,332",39
27127,France,Alsace,0,15
27128,US,California,"2,935,332",39
27129,US,California,"2,935,332",39
27130,France,Alsace,0,15
27131,Greece,Crete,0,18
27132,US,California,"2,935,332",39
27133,US,Washington,"559,011",39
27134,US,California,"2,935,332",39
27135,Spain,Northern Spain,0,36
27136,France,Loire Valley,0,15
27137,Argentina,Other,0,1
27138,Spain,Northern Spain,0,36
27139,US,Washington,"559,011",39
27140,Argentina,Mendoza Province,0,1
27141,Chile,Leyda Valley,0,9
27142,Spain,Northern Spain,0,36
27143,Spain,Northern Spain,0,36
27144,France,Rhône Valley,0,15
27145,Italy,Southern Italy,0,22
27146,US,Washington,"559,011",39
27147,US,Washington,"559,011",39
27148,France,Loire Valley,0,15
27149,Argentina,Other,0,1
27150,US,Washington,"559,011",39
27151,France,Loire Valley,0,15
27152,Italy,Piedmont,0,22
27153,US,California,"2,935,332",39
27154,Italy,Piedmont,0,22
27155,Spain,Levante,0,36
27156,Italy,Piedmont,0,22
27157,Italy,Tuscany,0,22
27158,US,Washington,"559,011",39
27159,US,California,"2,935,332",39
27160,US,California,"2,935,332",39
27161,US,Washington,"559,011",39
27162,US,California,"2,935,332",39
27163,US,California,"2,935,332",39
27164,US,Washington,"559,011",39
27165,US,California,"2,935,332",39
27166,US,California,"2,935,332",39
27167,US,Washington,"559,011",39
27168,Italy,Piedmont,0,22
27169,US,California,"2,935,332",39
27170,US,Washington,"559,011",39
27171,US,Washington,"559,011",39
27172,France,Bordeaux,0,15
27173,US,Washington,"559,011",39
27174,US,California,"2,935,332",39
27175,US,California,"2,935,332",39
27176,Chile,Peumo,0,9
27177,Italy,Piedmont,0,22
27178,Italy,Tuscany,0,22
27179,Italy,Lombardy,0,22
27180,Italy,Tuscany,0,22
27181,Italy,Piedmont,0,22
27182,Uruguay,Juanico,0,41
27183,US,California,"2,935,332",39
27184,France,Champagne,0,15
27185,France,Bordeaux,0,15
27186,France,Provence,0,15
27187,US,Oregon,"238,687",39
27188,US,Oregon,"238,687",39
27189,US,Idaho,"76,187",39
27190,US,Oregon,"238,687",39
27191,Italy,Tuscany,0,22
27192,Mexico,Valle de Guadalupe,0,26
27193,Italy,Lombardy,0,22
27194,US,Oregon,"238,687",39
27195,US,California,"2,935,332",39
27196,Italy,Tuscany,0,22
27197,France,Bordeaux,0,15
27198,US,California,"2,935,332",39
27199,US,Washington,"559,011",39
27200,US,California,"2,935,332",39
27201,France,Bordeaux,0,15
27202,France,Bordeaux,0,15
27203,France,Bordeaux,0,15
27204,France,Bordeaux,0,15
27205,France,Bordeaux,0,15
27206,France,Bordeaux,0,15
27207,France,Bordeaux,0,15
27208,US,Washington,"559,011",39
27209,US,Washington,"559,011",39
27210,Austria,Burgenland,0,4
27211,France,Rhône Valley,0,15
27212,US,California,"2,935,332",39
27213,Austria,Thermenregion,0,4
27214,Italy,Piedmont,0,22
27215,US,California,"2,935,332",39
27216,US,California,"2,935,332",39
27217,Austria,Niederösterreich,0,4
27218,Austria,Kamptal,0,4
27219,US,Washington,"559,011",39
27220,US,Washington,"559,011",39
27221,US,California,"2,935,332",39
27222,France,Languedoc-Roussillon,0,15
27223,France,Rhône Valley,0,15
27224,France,Rhône Valley,0,15
27225,Greece,Drama,0,18
27226,US,Washington,"559,011",39
27227,US,New York,"1,675,685",39
27228,US,New York,"1,675,685",39
27229,Spain,Northern Spain,0,36
27230,US,Virginia,"532,896",39
27231,US,New York,"1,675,685",39
27232,Spain,Northern Spain,0,36
27233,US,New York,"1,675,685",39
27234,Argentina,Mendoza Province,0,1
27235,Spain,Northern Spain,0,36
27236,US,New York,"1,675,685",39
27237,France,Southwest France,0,15
27238,US,California,"2,935,332",39
27239,France,Champagne,0,15
27240,US,California,"2,935,332",39
27241,US,Washington,"559,011",39
27242,US,Washington,"559,011",39
27243,France,Loire Valley,0,15
27244,France,Loire Valley,0,15
27245,France,Loire Valley,0,15
27246,Italy,Veneto,0,22
27247,US,Oregon,"238,687",39
27248,Italy,Veneto,0,22
27249,Italy,Northeastern Italy,0,22
27250,US,Oregon,"238,687",39
27251,Italy,Veneto,0,22
27252,Argentina,Mendoza Province,0,1
27253,France,Champagne,0,15
27254,Italy,Northeastern Italy,0,22
27255,Italy,Veneto,0,22
27256,Spain,Andalucia,0,36
27257,Spain,Northern Spain,0,36
27258,Italy,Northeastern Italy,0,22
27259,US,California,"2,935,332",39
27260,Italy,Northeastern Italy,0,22
27261,Italy,Veneto,0,22
27262,Spain,Levante,0,36
27263,Italy,Northeastern Italy,0,22
27264,US,Washington,"559,011",39
27265,Italy,Tuscany,0,22
27266,Moldova,Moldova,0,27
27267,US,California,"2,935,332",39
27268,US,California,"2,935,332",39
27269,US,California,"2,935,332",39
27270,US,California,"2,935,332",39
27271,Italy,Tuscany,0,22
27272,Serbia,Župa,0,33
27273,US,California,"2,935,332",39
27274,France,Burgundy,0,15
27275,France,Loire Valley,0,15
27276,US,Washington,"559,011",39
27277,US,California,"2,935,332",39
27278,US,California,"2,935,332",39
27279,France,Loire Valley,0,15
27280,France,Loire Valley,0,15
27281,France,Loire Valley,0,15
27282,France,Loire Valley,0,15
27283,Italy,Tuscany,0,22
27284,US,Washington,"559,011",39
27285,Hungary,Sopron,0,19
27286,US,California,"2,935,332",39
27287,Italy,Tuscany,0,22
27288,US,Washington,"559,011",39
27289,Macedonia,Tikves,0,25
27290,US,California,"2,935,332",39
27291,US,Oregon,"238,687",39
27292,Australia,South Australia,0,3
27293,Italy,Piedmont,0,22
27294,Italy,Piedmont,0,22
27295,Italy,Piedmont,0,22
27296,US,California,"2,935,332",39
27297,US,California,"2,935,332",39
27298,Italy,Piedmont,0,22
27299,Italy,Piedmont,0,22
27300,France,Loire Valley,0,15
27301,US,California,"2,935,332",39
27302,Italy,Piedmont,0,22
27303,US,Oregon,"238,687",39
27304,Australia,South Australia,0,3
27305,Italy,Piedmont,0,22
27306,US,California,"2,935,332",39
27307,France,Bordeaux,0,15
27308,Italy,Piedmont,0,22
27309,Italy,Piedmont,0,22
27310,US,California,"2,935,332",39
27311,Spain,Northern Spain,0,36
27312,Argentina,Mendoza Province,0,1
27313,US,California,"2,935,332",39
27314,Argentina,Mendoza Province,0,1
27315,Argentina,Mendoza Province,0,1
27316,US,California,"2,935,332",39
27317,Spain,Central Spain,0,36
27318,Argentina,Mendoza Province,0,1
27319,US,California,"2,935,332",39
27320,Portugal,Douro,0,31
27321,Italy,Tuscany,0,22
27322,US,California,"2,935,332",39
27323,Portugal,Douro,0,31
27324,Portugal,Douro,0,31
27325,Argentina,Mendoza Province,0,1
27326,Australia,South Australia,0,3
27327,France,Loire Valley,0,15
27328,Italy,Tuscany,0,22
27329,US,Oregon,"238,687",39
27330,US,Oregon,"238,687",39
27331,Italy,Tuscany,0,22
27332,Portugal,Douro,0,31
27333,Portugal,Tejo,0,31
27334,Portugal,Alentejano,0,31
27335,Portugal,Tejo,0,31
27336,Portugal,Lisboa,0,31
27337,Portugal,Vinho Verde,0,31
27338,France,Bordeaux,0,15
27339,US,California,"2,935,332",39
27340,Spain,Northern Spain,0,36
27341,Spain,Northern Spain,0,36
27342,France,Bordeaux,0,15
27343,France,Bordeaux,0,15
27344,France,Bordeaux,0,15
27345,France,Bordeaux,0,15
27346,France,Bordeaux,0,15
27347,France,Bordeaux,0,15
27348,France,Bordeaux,0,15
27349,France,Bordeaux,0,15
27350,US,Oregon,"238,687",39
27351,Italy,Lombardy,0,22
27352,Spain,Northern Spain,0,36
27353,France,Bordeaux,0,15
27354,US,California,"2,935,332",39
27355,Italy,Italy Other,0,22
27356,Italy,Lombardy,0,22
27357,Portugal,Douro,0,31
27358,France,Bordeaux,0,15
27359,Spain,Northern Spain,0,36
27360,US,Oregon,"238,687",39
27361,Spain,Catalonia,0,36
27362,Italy,Northeastern Italy,0,22
27363,US,California,"2,935,332",39
27364,Italy,Northeastern Italy,0,22
27365,Italy,Northeastern Italy,0,22
27366,Italy,Northeastern Italy,0,22
27367,Italy,Northeastern Italy,0,22
27368,Portugal,Lisboa,0,31
27369,France,Languedoc-Roussillon,0,15
27370,US,California,"2,935,332",39
27371,US,Oregon,"238,687",39
27372,Chile,Central Valley,0,9
27373,US,California,"2,935,332",39
27374,US,California,"2,935,332",39
27375,US,California,"2,935,332",39
27376,US,California,"2,935,332",39
27377,Chile,Colchagua Valley,0,9
27378,Chile,Curicó Valley,0,9
27379,US,California,"2,935,332",39
27380,US,Oregon,"238,687",39
27381,Portugal,Alentejano,0,31
27382,Portugal,Dão,0,31
27383,US,California,"2,935,332",39
27384,US,California,"2,935,332",39
27385,Australia,South Australia,0,3
27386,US,California,"2,935,332",39
27387,US,California,"2,935,332",39
27388,France,Burgundy,0,15
27389,France,Burgundy,0,15
27390,France,Burgundy,0,15
27391,US,California,"2,935,332",39
27392,US,California,"2,935,332",39
27393,US,California,"2,935,332",39
27394,France,Burgundy,0,15
27395,Italy,Piedmont,0,22
27396,Italy,Piedmont,0,22
27397,Italy,Piedmont,0,22
27398,US,California,"2,935,332",39
27399,France,Burgundy,0,15
27400,France,Burgundy,0,15
27401,France,Burgundy,0,15
27402,France,Burgundy,0,15
27403,Portugal,Alentejano,0,31
27404,France,Burgundy,0,15
27405,US,Oregon,"238,687",39
27406,Italy,Piedmont,0,22
27407,France,Burgundy,0,15
27408,France,Burgundy,0,15
27409,France,Burgundy,0,15
27410,US,California,"2,935,332",39
27411,Australia,Victoria,0,3
27412,Italy,Piedmont,0,22
27413,Spain,Northern Spain,0,36
27414,Portugal,Península de Setúbal,0,31
27415,US,Washington,"559,011",39
27416,US,California,"2,935,332",39
27417,France,Alsace,0,15
27418,France,Loire Valley,0,15
27419,US,California,"2,935,332",39
27420,Australia,Tasmania,0,3
27421,France,Alsace,0,15
27422,France,Alsace,0,15
27423,France,Alsace,0,15
27424,France,Alsace,0,15
27425,Chile,Curicó Valley,0,9
27426,US,California,"2,935,332",39
27427,US,California,"2,935,332",39
27428,Australia,South Australia,0,3
27429,Spain,Northern Spain,0,36
27430,Chile,Maipo Valley,0,9
27431,Italy,Northeastern Italy,0,22
27432,Italy,Northeastern Italy,0,22
27433,US,California,"2,935,332",39
27434,France,Alsace,0,15
27435,US,California,"2,935,332",39
27436,US,California,"2,935,332",39
27437,Spain,Northern Spain,0,36
27438,Portugal,Vinho Verde,0,31
27439,US,California,"2,935,332",39
27440,US,California,"2,935,332",39
27441,France,Burgundy,0,15
27442,Argentina,Other,0,1
27443,Spain,Northern Spain,0,36
27444,Australia,Victoria,0,3
27445,Canada,British Columbia,0,8
27446,Italy,Italy Other,0,22
27447,US,California,"2,935,332",39
27448,Italy,Veneto,0,22
27449,US,California,"2,935,332",39
27450,France,Beaujolais,0,15
27451,US,California,"2,935,332",39
27452,France,Champagne,0,15
27453,Italy,Veneto,0,22
27454,France,Champagne,0,15
27455,France,Champagne,0,15
27456,US,Oregon,"238,687",39
27457,Italy,Veneto,0,22
27458,US,California,"2,935,332",39
27459,Spain,Galicia,0,36
27460,Argentina,Mendoza Province,0,1
27461,Italy,Veneto,0,22
27462,Italy,Veneto,0,22
27463,France,Beaujolais,0,15
27464,France,Alsace,0,15
27465,Spain,Levante,0,36
27466,France,Champagne,0,15
27467,France,Beaujolais,0,15
27468,France,Champagne,0,15
27469,US,California,"2,935,332",39
27470,US,California,"2,935,332",39
27471,US,California,"2,935,332",39
27472,South Africa,Stellenbosch,0,35
27473,US,California,"2,935,332",39
27474,Italy,Veneto,0,22
27475,Italy,Veneto,0,22
27476,US,California,"2,935,332",39
27477,US,California,"2,935,332",39
27478,Italy,Veneto,0,22
27479,Italy,Veneto,0,22
27480,France,Champagne,0,15
27481,US,Oregon,"238,687",39
27482,US,California,"2,935,332",39
27483,France,Burgundy,0,15
27484,France,Champagne,0,15
27485,Portugal,Tejo,0,31
27486,Portugal,Douro,0,31
27487,France,Burgundy,0,15
27488,Italy,Veneto,0,22
27489,US,California,"2,935,332",39
27490,Spain,Northern Spain,0,36
27491,US,California,"2,935,332",39
27492,Italy,Veneto,0,22
27493,US,California,"2,935,332",39
27494,US,California,"2,935,332",39
27495,Italy,Tuscany,0,22
27496,US,Oregon,"238,687",39
27497,US,California,"2,935,332",39
27498,Italy,Tuscany,0,22
27499,France,Bordeaux,0,15
27500,Italy,Tuscany,0,22
27501,US,California,"2,935,332",39
27502,US,California,"2,935,332",39
27503,Spain,Northern Spain,0,36
27504,US,Oregon,"238,687",39
27505,US,Oregon,"238,687",39
27506,US,Oregon,"238,687",39
27507,France,Alsace,0,15
27508,Italy,Tuscany,0,22
27509,Italy,Tuscany,0,22
27510,Italy,Tuscany,0,22
27511,US,Oregon,"238,687",39
27512,Australia,South Australia,0,3
27513,US,California,"2,935,332",39
27514,US,California,"2,935,332",39
27515,Italy,Tuscany,0,22
27516,US,America,0,39
27517,US,California,"2,935,332",39
27518,Italy,Tuscany,0,22
27519,Italy,Tuscany,0,22
27520,US,California,"2,935,332",39
27521,Spain,Andalucia,0,36
27522,France,Bordeaux,0,15
27523,France,Bordeaux,0,15
27524,US,Washington,"559,011",39
27525,US,Washington,"559,011",39
27526,US,Washington,"559,011",39
27527,US,California,"2,935,332",39
27528,US,California,"2,935,332",39
27529,Spain,Galicia,0,36
27530,US,Washington,"559,011",39
27531,Italy,Piedmont,0,22
27532,Italy,Piedmont,0,22
27533,Austria,Kamptal,0,4
27534,US,California,"2,935,332",39
27535,US,California,"2,935,332",39
27536,Italy,Piedmont,0,22
27537,France,Rhône Valley,0,15
27538,US,Washington,"559,011",39
27539,Italy,Piedmont,0,22
27540,France,Bordeaux,0,15
27541,Italy,Piedmont,0,22
27542,US,Washington,"559,011",39
27543,France,Rhône Valley,0,15
27544,France,Bordeaux,0,15
27545,France,Bordeaux,0,15
27546,France,Bordeaux,0,15
27547,France,Rhône Valley,0,15
27548,US,California,"2,935,332",39
27549,Austria,Südsteiermark,0,4
27550,Italy,Piedmont,0,22
27551,US,Washington,"559,011",39
27552,US,California,"2,935,332",39
27553,New Zealand,Hawke's Bay,0,29
27554,New Zealand,Marlborough,0,29
27555,New Zealand,Marlborough,0,29
27556,France,Burgundy,0,15
27557,Chile,Casablanca Valley,0,9
27558,US,Washington,"559,011",39
27559,US,California,"2,935,332",39
27560,Spain,Catalonia,0,36
27561,US,Washington,"559,011",39
27562,Austria,Österreichischer Sekt,0,4
27563,US,California,"2,935,332",39
27564,France,Southwest France,0,15
27565,France,Rhône Valley,0,15
27566,US,California,"2,935,332",39
27567,France,Beaujolais,0,15
27568,France,Rhône Valley,0,15
27569,France,Southwest France,0,15
27570,US,California,"2,935,332",39
27571,France,Southwest France,0,15
27572,US,Washington,"559,011",39
27573,New Zealand,Marlborough,0,29
27574,New Zealand,Hawke's Bay,0,29
27575,Argentina,Mendoza Province,0,1
27576,Argentina,Mendoza Province,0,1
27577,France,Bordeaux,0,15
27578,France,Southwest France,0,15
27579,France,Southwest France,0,15
27580,Austria,Burgenland,0,4
27581,Italy,Piedmont,0,22
27582,US,Washington,"559,011",39
27583,US,California,"2,935,332",39
27584,France,Southwest France,0,15
27585,US,California,"2,935,332",39
27586,US,Washington,"559,011",39
27587,US,California,"2,935,332",39
27588,US,California,"2,935,332",39
27589,US,Washington,"559,011",39
27590,France,Southwest France,0,15
27591,France,France Other,0,15
27592,Austria,Burgenland,0,4
27593,France,Southwest France,0,15
27594,US,California,"2,935,332",39
27595,US,Washington,"559,011",39
27596,Austria,Burgenland,0,4
27597,US,Washington,"559,011",39
27598,Austria,Burgenland,0,4
27599,Italy,Piedmont,0,22
27600,Spain,Central Spain,0,36
27601,US,California,"2,935,332",39
27602,US,California,"2,935,332",39
27603,Italy,Piedmont,0,22
27604,New Zealand,Marlborough,0,29
27605,Chile,Maipo Valley,0,9
27606,Italy,Lombardy,0,22
27607,France,Loire Valley,0,15
27608,France,Loire Valley,0,15
27609,France,Alsace,0,15
27610,Georgia,Georgia,0,16
27611,US,Washington,"559,011",39
27612,US,Oregon,"238,687",39
27613,Spain,Levante,0,36
27614,Australia,South Australia,0,3
27615,Spain,Northern Spain,0,36
27616,Spain,Northern Spain,0,36
27617,US,Washington,"559,011",39
27618,US,California,"2,935,332",39
27619,US,California,"2,935,332",39
27620,Spain,Northern Spain,0,36
27621,US,California,"2,935,332",39
27622,US,California,"2,935,332",39
27623,Spain,Catalonia,0,36
